Epoch,Train Loss,CE Loss,Metric Loss,Train Acc,Val Loss,Val Acc
0,1.8753678211799034,1.2911926234379794,0.5841752013907983,0.57612,0.7734422178208074,0.755
1,0.728374469662324,0.4979637839855292,0.23041068502725698,0.85532,0.5388974739780908,0.8314
2,0.5177474543834344,0.34429061290545343,0.1734568419173742,0.89604,0.4171749504306648,0.8706
3,0.4095612130103967,0.26597911085073767,0.1435821020641388,0.91846,0.3394629453556447,0.8895
4,0.3466174346132156,0.2193816388455721,0.1272357954428746,0.93216,0.3052035017481333,0.9023
5,0.29842656537508355,0.18344864766949262,0.11497791720888553,0.94338,0.3080486998527865,0.9022
6,0.26226530751356714,0.15620911944753085,0.10605618883019839,0.95104,0.32686813081367105,0.8965
7,0.2271111626846668,0.12879528543696953,0.09831587784947493,0.96052,0.34511865052995805,0.8908
8,0.20799844782703963,0.11407426034983917,0.09392418737212817,0.96376,0.25799844876120365,0.9197
9,0.18933976787405135,0.09971575678254549,0.08962401075240893,0.96898,0.25760430361651165,0.9196
10,0.17455346679840333,0.08890969047848231,0.08564377639156122,0.97256,0.24760297402928147,0.9253
11,0.17268888459373744,0.08829648037655996,0.0843924041550893,0.97234,0.29884039035326315,0.9153
12,0.14790882216050075,0.06714588195945208,0.0807629400720963,0.97898,0.2922865440951118,0.9184
13,0.13981356332317377,0.06168001658307054,0.07813354679025136,0.98026,0.29302008657515805,0.9187
14,0.14067089456396226,0.06331249506284412,0.07735839942708994,0.97924,0.30437931418418884,0.9137
15,0.1323331754750166,0.05664764083683109,0.07568553495101439,0.9811,0.2921609920036944,0.92
16,0.13214465928001282,0.0573841975739178,0.0747604621335482,0.98102,0.2970648425855214,0.9166
17,0.11908339124459487,0.04664155226200819,0.07244183883453027,0.9846,0.3386551894341843,0.9089
18,0.12296247407793999,0.05025832846235388,0.07270414529320521,0.98356,0.27572988841352586,0.923
19,0.11291410877154423,0.042285202075846684,0.07062890697748234,0.98604,0.29862259931956664,0.9188
